Adresse,Nombre de pièces,Époque de construction,Type de location,Loyer minimum (€/m²),Loyer médian (€/m²),Loyer maximum (€/m²)
"Rue Louis Blanc, 75110 Paris",2 pièces,1946-1970,non meublée,16.3,23.3,28.0
"Rue Louis Blanc, 75110 Paris",2 pièces,1971-1990,meublée,16.8,24,28.8
"Rue Louis Blanc, 75110 Paris",2 pièces,1971-1990,non meublée,13.4,19.1,22.9
"Rue Louis Blanc, 75110 Paris",2 pièces,après 1990,meublée,15.1,21.6,25.9
"Rue Louis Blanc, 75110 Paris",2 pièces,après 1990,non meublée,15.1,21.6,25.9
"Rue Louis Blanc, 75110 Paris",3 pièces,avant 1946,meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",3 pièces,avant 1946,non meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",3 pièces,1946-1970,meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",3 pièces,1946-1970,non meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",3 pièces,1971-1990,meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",3 pièces,1971-1990,non meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",3 pièces,après 1990,meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",3 pièces,après 1990,non meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",4 pièces et plus,avant 1946,meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",4 pièces et plus,avant 1946,non meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",4 pièces et plus,1946-1970,meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",4 pièces et plus,1946-1970,non meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",4 pièces et plus,1971-1990,meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",4 pièces et plus,1971-1990,non meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",4 pièces et plus,après 1990,meublée,19.0,27.2,32.6
"Rue Louis Blanc, 75110 Paris",4 pièces et plus,après 1990,non meublée,19.0,27.2,32.6
"Quai de Jemmapes, 75110 Paris",1 pièce,avant 1946,meublée,23.6,33.7,40.4
"Quai de Jemmapes, 75110 Paris",1 pièce,avant 1946,non meublée,20.7,29.6,35.5
"Quai de Jemmapes, 75110 Paris",1 pièce,1946-1970,meublée,17.9,25.6,30.7
"Quai de Jemmapes, 75110 Paris",1 pièce,1946-1970,non meublée,17.9,25.6,30.7
"Quai de Jemmapes, 75110 Paris",1 pièce,1971-1990,meublée,21.8,31.2,37.4
"Quai de Jemmapes, 75110 Paris",1 pièce,1971-1990,non meublée,21.8,31.2,37.4
"Quai de Jemmapes, 75110 Paris",1 pièce,après 1990,meublée,21.5,30.7,36.8
"Quai de Jemmapes, 75110 Paris",1 pièce,après 1990,non meublée,21.5,30.7,36.8
"Quai de Jemmapes, 75110 Paris",2 pièces,avant 1946,meublée,21.0,30.0,36.0
"Quai de Jemmapes, 75110 Paris",2 pièces,avant 1946,non meublée,18.4,26.3,31.6
"Quai de Jemmapes, 75110 Paris",2 pièces,1946-1970,meublée,16.3,23.3,28.0
"Quai de Jemmapes, 75110 Paris",2 pièces,1946-1970,non meublée,16.3,23.3,28.0
"Quai de Jemmapes, 75110 Paris",2 pièces,1971-1990,meublée,13.4,19.1,22.9
"Quai de Jemmapes, 75110 Paris",2 pièces,1971-1990,non meublée,13.4,19.1,22.9
"Quai de Jemmapes, 75110 Paris",2 pièces,après 1990,meublée,15.1,21.6,25.9
"Quai de Jemmapes, 75110 Paris",2 pièces,après 1990,non meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",3 pièces,avant 1946,meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",3 pièces,avant 1946,non meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",3 pièces,1946-1970,meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",3 pièces,1946-1970,non meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",3 pièces,1971-1990,meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",3 pièces,1971-1990,non meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",3 pièces,après 1990,meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",3 pièces,après 1990,non meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",4 pièces et plus,avant 1946,meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",4 pièces et plus,avant 1946,non meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",4 pièces et plus,1946-1970,meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",4 pièces et plus,1946-1970,non meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",4 pièces et plus,1971-1990,meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",4 pièces et plus,1971-1990,non meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",4 pièces et plus,après 1990,meublée,18.5,26.4,31.7
"Quai de Jemmapes, 75110 Paris",4 pièces et plus,après 1990,non meublée,18.5,26.4,31.7
"Avenue de Saxe, 75115 Paris",1 pièce,avant 1946,meublée,24.1,34.4,41.3
"Avenue de Saxe, 75115 Paris",1 pièce,avant 1946,non meublée,21.1,30.2,36.2
"Avenue de Saxe, 75115 Paris",1 pièce,1946-1970,meublée,19.9,28.4,34.1
"Avenue de Saxe, 75115 Paris",1 pièce,1946-1970,non meublée,19.9,28.4,34.1
"Avenue de Saxe, 75115 Paris",1 pièce,1971-1990,meublée,17.9,25.5,30.6
"Avenue de Saxe, 75115 Paris",1 pièce,1971-1990,non meublée,19.6,28,33.6
"Avenue de Saxe, 75115 Paris",1 pièce,après 1990,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",1 pièce,après 1990,non meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",2 pièces,avant 1946,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",2 pièces,avant 1946,non meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",2 pièces,1946-1970,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",2 pièces,1946-1970,non meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",2 pièces,1971-1990,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",2 pièces,1971-1990,non meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",2 pièces,après 1990,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",2 pièces,après 1990,non meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",3 pièces,avant 1946,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",3 pièces,avant 1946,non meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",3 pièces,1946-1970,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",3 pièces,1946-1970,non meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",3 pièces,1971-1990,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",3 pièces,1971-1990,non meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",3 pièces,après 1990,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",3 pièces,après 1990,non meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",4 pièces et plus,avant 1946,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",4 pièces et plus,avant 1946,non meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",4 pièces et plus,1946-1970,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",4 pièces et plus,1946-1970,non meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",4 pièces et plus,1971-1990,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",4 pièces et plus,1971-1990,non meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",4 pièces et plus,après 1990,meublée,20.1,28.7,34.4
"Avenue de Saxe, 75115 Paris",4 pièces et plus,après 1990,non meublée,20.1,28.7,34.4
"Rue Jean Giono, 75113 Paris",1 pièce,avant 1946,meublée,21.8,31.1,37.3
"Rue Jean Giono, 75113 Paris",1 pièce,avant 1946,non meublée,19.1,27.3,32.8
"Rue Jean Giono, 75113 Paris",1 pièce,1946-1970,meublée,17.9,25.5,30.6
"Rue Jean Giono, 75113 Paris",1 pièce,1946-1970,non meublée,17.9,25.5,30.6
"Rue Jean Giono, 75113 Paris",1 pièce,1971-1990,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",1 pièce,1971-1990,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",1 pièce,après 1990,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",1 pièce,après 1990,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",2 pièces,avant 1946,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",2 pièces,avant 1946,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",2 pièces,1946-1970,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",2 pièces,1946-1970,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",2 pièces,1971-1990,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",2 pièces,1971-1990,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",2 pièces,après 1990,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",2 pièces,après 1990,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",3 pièces,avant 1946,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",3 pièces,avant 1946,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",3 pièces,1946-1970,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",3 pièces,1946-1970,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",3 pièces,1971-1990,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",3 pièces,1971-1990,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",3 pièces,après 1990,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",3 pièces,après 1990,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",4 pièces et plus,avant 1946,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",4 pièces et plus,avant 1946,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",4 pièces et plus,1946-1970,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",4 pièces et plus,1946-1970,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",4 pièces et plus,1971-1990,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",4 pièces et plus,1971-1990,non meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",4 pièces et plus,après 1990,meublée,15.2,21.7,26.0
"Rue Jean Giono, 75113 Paris",4 pièces et plus,après 1990,non meublée,15.2,21.7,26.0
"Rue de Dantzig, 75115 Paris",1 pièce,avant 1946,meublée,22.6,32.3,38.8
"Rue de Dantzig, 75115 Paris",1 pièce,avant 1946,non meublée,19.8,28.3,34.0
"Rue de Dantzig, 75115 Paris",1 pièce,1946-1970,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",1 pièce,1946-1970,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",1 pièce,1971-1990,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",1 pièce,1971-1990,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",1 pièce,après 1990,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",1 pièce,après 1990,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",2 pièces,avant 1946,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",2 pièces,avant 1946,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",2 pièces,1946-1970,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",2 pièces,1946-1970,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",2 pièces,1971-1990,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",2 pièces,1971-1990,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",2 pièces,après 1990,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",2 pièces,après 1990,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",3 pièces,avant 1946,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",3 pièces,avant 1946,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",3 pièces,1946-1970,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",3 pièces,1946-1970,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",3 pièces,1971-1990,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",3 pièces,1971-1990,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",3 pièces,après 1990,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",3 pièces,après 1990,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",4 pièces et plus,avant 1946,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",4 pièces et plus,avant 1946,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",4 pièces et plus,1946-1970,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",4 pièces et plus,1946-1970,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",4 pièces et plus,1971-1990,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",4 pièces et plus,1971-1990,non meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",4 pièces et plus,après 1990,meublée,18.3,26.2,31.4
"Rue de Dantzig, 75115 Paris",4 pièces et plus,après 1990,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",1 pièce,avant 1946,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",1 pièce,avant 1946,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",1 pièce,1946-1970,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",1 pièce,1946-1970,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",1 pièce,1971-1990,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",1 pièce,1971-1990,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",1 pièce,après 1990,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",1 pièce,après 1990,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",2 pièces,avant 1946,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",2 pièces,avant 1946,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",2 pièces,1946-1970,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",2 pièces,1946-1970,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",2 pièces,1971-1990,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",2 pièces,1971-1990,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",2 pièces,après 1990,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",2 pièces,après 1990,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",3 pièces,avant 1946,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",3 pièces,avant 1946,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",3 pièces,1946-1970,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",3 pièces,1946-1970,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",3 pièces,1971-1990,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",3 pièces,1971-1990,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",3 pièces,après 1990,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",3 pièces,après 1990,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",4 pièces et plus,avant 1946,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",4 pièces et plus,avant 1946,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",4 pièces et plus,1946-1970,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",4 pièces et plus,1946-1970,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",4 pièces et plus,1971-1990,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",4 pièces et plus,1971-1990,non meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",4 pièces et plus,après 1990,meublée,18.3,26.2,31.4
"Rue de l'Ouest, 75114 Paris",4 pièces et plus,après 1990,non meublée,18.3,26.2,31.4
"Rue Damrémont, 75118 Paris",1 pièce,avant 1946,meublée,22.3,31.9,38.3
"Rue Damrémont, 75118 Paris",1 pièce,avant 1946,non meublée,19.6,28,33.6
"Rue Damrémont, 75118 Paris",1 pièce,1946-1970,meublée,18.6,26.6,31.9
"Rue Damrémont, 75118 Paris",1 pièce,1946-1970,non meublée,18.6,26.6,31.9
"Rue Damrémont, 75118 Paris",1 pièce,1971-1990,meublée,19.6,28,33.6
"Rue Damrémont, 75118 Paris",1 pièce,1971-1990,non meublée,21.3,30.4,36.5
"Rue Damrémont, 75118 Paris",1 pièce,après 1990,meublée,21.5,30.7,36.8
"Rue Damrémont, 75118 Paris",1 pièce,après 1990,non meublée,21.5,30.7,36.8
"Rue Damrémont, 75118 Paris",2 pièces,avant 1946,meublée,23.7,33.9,40.7
"Rue Damrémont, 75118 Paris",2 pièces,avant 1946,non meublée,20.8,29.7,35.6
"Rue Damrémont, 75118 Paris",2 pièces,1946-1970,meublée,19.3,27.6,33.1
"Rue Damrémont, 75118 Paris",2 pièces,1946-1970,non meublée,19.3,27.6,33.1
"Rue Damrémont, 75118 Paris",2 pièces,1971-1990,meublée,20.0,28.5,34.2
"Rue Damrémont, 75118 Paris",2 pièces,1971-1990,non meublée,20.0,28.5,34.2
"Rue Damrémont, 75118 Paris",2 pièces,après 1990,meublée,18.8,26.8,32.2
"Rue Damrémont, 75118 Paris",2 pièces,après 1990,non meublée,18.8,26.8,32.2
"Rue Damrémont, 75118 Paris",3 pièces,avant 1946,meublée,19.2,27.4,32.9
"Rue Damrémont, 75118 Paris",3 pièces,avant 1946,non meublée,16.8,24,28.8
"Rue Damrémont, 75118 Paris",3 pièces,1946-1970,meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",3 pièces,1946-1970,non meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",3 pièces,1971-1990,meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",3 pièces,1971-1990,non meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",3 pièces,après 1990,meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",3 pièces,après 1990,non meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",4 pièces et plus,avant 1946,meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",4 pièces et plus,avant 1946,non meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",4 pièces et plus,1946-1970,meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",4 pièces et plus,1946-1970,non meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",4 pièces et plus,1971-1990,meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",4 pièces et plus,1971-1990,non meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",4 pièces et plus,après 1990,meublée,14.2,20.3,24.4
"Rue Damrémont, 75118 Paris",4 pièces et plus,après 1990,non meublée,14.2,20.3,24.4
"Boulevard Pereire, 75117 Paris",1 pièce,avant 1946,meublée,24.1,34.4,41.3
"Boulevard Pereire, 75117 Paris",1 pièce,avant 1946,non meublée,21.1,30.2,36.2
"Boulevard Pereire, 75117 Paris",1 pièce,1946-1970,meublée,19.9,28.4,34.1
"Boulevard Pereire, 75117 Paris",1 pièce,1946-1970,non meublée,22.7,32.4,38.9
"Boulevard Pereire, 75117 Paris",1 pièce,1971-1990,meublée,21.3,30.4,36.5
"Boulevard Pereire, 75117 Paris",1 pièce,1971-1990,non meublée,21.2,30.3,36.4
"Boulevard Pereire, 75117 Paris",1 pièce,après 1990,meublée,20.7,29.5,35.4
"Boulevard Pereire, 75117 Paris",1 pièce,après 1990,non meublée,25.0,35.7,42.8
"Boulevard Pereire, 75117 Paris",2 pièces,avant 1946,meublée,20.3,29.0,34.8
"Boulevard Pereire, 75117 Paris",2 pièces,avant 1946,non meublée,17.8,25.4,30.5
"Boulevard Pereire, 75117 Paris",2 pièces,1946-1970,meublée,17.2,24.6,29.5
"Boulevard Pereire, 75117 Paris",2 pièces,1946-1970,non meublée,16.3,23.3,28.0
"Boulevard Pereire, 75117 Paris",2 pièces,1971-1990,meublée,17.2,24.6,29.5
"Boulevard Pereire, 75117 Paris",2 pièces,1971-1990,non meublée,17.2,24.6,29.5
"Boulevard Pereire, 75117 Paris",2 pièces,après 1990,meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",2 pièces,après 1990,non meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",3 pièces,avant 1946,meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",3 pièces,avant 1946,non meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",3 pièces,1946-1970,meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",3 pièces,1946-1970,non meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",3 pièces,1971-1990,meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",3 pièces,1971-1990,non meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",3 pièces,après 1990,meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",3 pièces,après 1990,non meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",4 pièces et plus,avant 1946,meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",4 pièces et plus,avant 1946,non meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",4 pièces et plus,1946-1970,meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",4 pièces et plus,1946-1970,non meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",4 pièces et plus,1971-1990,meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",4 pièces et plus,1971-1990,non meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",4 pièces et plus,après 1990,meublée,17.6,25.1,30.1
"Boulevard Pereire, 75117 Paris",4 pièces et plus,après 1990,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",1 pièce,avant 1946,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",1 pièce,avant 1946,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",1 pièce,1946-1970,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",1 pièce,1946-1970,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",1 pièce,1971-1990,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",1 pièce,1971-1990,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",1 pièce,après 1990,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",1 pièce,après 1990,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",2 pièces,avant 1946,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",2 pièces,avant 1946,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",2 pièces,1946-1970,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",2 pièces,1946-1970,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",2 pièces,1971-1990,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",2 pièces,1971-1990,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",2 pièces,après 1990,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",2 pièces,après 1990,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",3 pièces,avant 1946,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",3 pièces,avant 1946,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",3 pièces,1946-1970,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",3 pièces,1946-1970,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",3 pièces,1971-1990,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",3 pièces,1971-1990,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",3 pièces,après 1990,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",3 pièces,après 1990,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",4 pièces et plus,avant 1946,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",4 pièces et plus,avant 1946,non meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",4 pièces et plus,1946-1970,meublée,17.6,25.1,30.1
"Rue Jouffroy d'Abbans, 75117 Paris",4 pièces et plus,1946-1970,non meublée,17.6,25.1,30.1
